# position_id	bag_size	CGP
quality-20260730-b2-p028	2	7LAMENtER/5DOILY5/7C3T3/6EH3R3/6T4I3/4V1A1HI1U3/4I1E1UN1N3/3MATRONS1E3/4B1I1GIOS3/4L1O2NA4/4Y1ST1EFT3/1JAP3W1W1O3/2REGO1I1S1ZAX1/1FIREPAN3E3/CEDER2K3D3 ABDOOUV/AELQTU? 364/425 0 -lex CSW24
quality-20260730-b2-p029	2	15/2U5FIREPAN/2NOTAIRES1HID1/J1r12/O1I5Q6/U1V2BOEUF5/sTEELIE1EL2V2/T1T4GNATHAL1/E1S5AN2M2/D8K2PO1/3ANGORAS3L1/BOWNE2A5E1/R1U4D5I1/I1Z4I5C1/T6X7 ADEMRRS/CEGIOOY 238/533 0 -lex CSW24
quality-20260730-b2-p030	2	1E3TIMBO3ZE/1N7FENCER/1O8R1A2/1U7BO1V2/1N7IT1Y2/1C7KI4/GER3LOGES1T2/R1A2JAW2EXODE/A1I3HEIL2I2/PUNTIES5L2/P1b9W2/A1I9O2/2R9R2/2D6HUDNA1/2sEELING6 AAAMOQT/DFOSTUY 375/469 0 -lex CSW24
quality-20260730-b2-p031	2	7E7/1G5X1BOSUN1/1R5T3W3/FA5E3I3/OP3JOR1FIZ3/EH1CROWNLeT4/1E1E11/UNSNECKINg4I/1E1T10B/3A1MOVED4A/2QUEYN1DISPLED/3R5THIO1A/1VLY3GIAOUR1T/15/15 AEGIRST/AAAEILM 362/459 0 -lex CSW24
quality-20260730-b2-p032	2	15/1CODEX9/2BELIQUOR1TIKE/3R6BIFID/3I3VAGI4/3S5J5/3IF3YU5/3VOIDEES5/2PEW3A6/1ZA1T3R6/1AE1HUNTsMEN3/1PAR7O3/2N1LANAI2H3/1OSCULANT2O3/4GAMY3W3 ELNRTT?/DEEOORS 457/423 0 -lex CSW24
quality-20260730-b2-p033	2	3J10B/3A9AE/3R9ST/H2I9TO/U2N9oN/GREATLY2QIS1N1/E5AGO2T1I1/R4CRUX1HOTEL/7BOI1U1D1/9FARL2/3PELVICS1I3/2MOD2N3E3/1KY4N1MURVA1/FE5E7/AGENIzED7 AIIPSTW/AEEOOOW 256/473 0 -lex CSW24
quality-20260730-b2-p034	2	5ASTHORE3/1INRUN9/4N10/4W10/3VICaRIES4/4P10/3VELDT7/4D2WOX1CHIP/6TOMIAL3/2DITZ5I3/5AEROTONES1/2FLAG5GU1J/2YAE2BLADER1A/9MORONS/7KEEF3Y ABEEINO/AEGIQU? 393/325 0 -lex CSW24
quality-20260730-b2-p035	2	8MERCIFY/7LUX1A1U1/O10LAR1/C3T5DEARE/H1N1W5IF2A/OvARIOLE2KY2V/N1I1N5E3I/E1AB2GAJOS3N/2DUH2TOW4G/1V1ROZIT7/1E1QI10/1N1A3B7/1DIsTUNE7/1E5E7/1R5P7 EEGILMO/ADOSSST 365/344 0 -lex CSW24
quality-20260730-b2-p036	2	7W3D3/7EA2R3/1ITINErANT1O3/7KY2M3/8O2i2V/7INDUCTEE/4O3E2A2N/3MURRIS2L2T/1GOATEE8/NUB1H3B6/4A3O6/3QUOTES5H/VIRILE1XI1ZAP1I/4S2PEDAGOGY/7O6A ACFLNRS/DEFJLRW 421/352 0 -lex CSW24
quality-20260730-b2-p037	2	13A1/4U8XI/2BUNDY7N/3tREELESS3A/4O3LOONIER/4OK8C/4TE1BATT1F1H/5FROM1IMIDE/2C4YUTZ1L1D/1DEARING1W1HIP1/AERIE4PA1N2/GLIA6VOG2/2T7O1S2/2E12/15 AEIJQRU/ANOTVW? 338/289 0 -lex CSW24
quality-20260730-b2-p038	2	L2ZINGY2CAFFS/A2O6I4/b2B4GIVEN2/O2U6I3Q/U2STRANGLE3U/R7ROSACEA/E2METOPE5V/DOJO3AX5e/1WALTIER5AR/1OKA9N1/13O1/13L1/9BUDDY1/13T1/10WHEEN EHINPTT/DEEIMRS 367/452 0 -lex CSW24
quality-20260730-b2-p039	2	14H/8B5I/4Q3U1I1JUD/3TI2URANIA1E/3ON3N1T4/3P2OVEREDITS/3A4R1R3T/3ZOAEAS1P2MI/5AX3O2OF/4WHO3S2IF/2AYE5E2N1/RENAMES5EEK/12YAe/12OUR/7GIGLET1B CCGLNV?/DILLOTW 434/433 0 -lex CSW24
quality-20260730-b2-p040	2	CRAM3Q7/2AYENBITE5/8H6/5REPRIVES2/M7O6/UNGOT3n6/C2DANK1G6/OU1EXEATS2JOTA/IN3PYE3EF2/DI5FIZ1L3/1b7ABLOW1/1REDDLING2O3/HON7US3/OW13/I14 AAELRTU/AEIRSTV 419/426 0 -lex CSW24
quality-20260730-b2-p041	2	15/OHO12/1OH7VAW2/JOMON3KNUB3/1F5C2L4/DE1ADZ1L2G4/AR3ATOCIAS3/U2FA1OY2RIMAE/N1QUYTE8/TWIG11/E14/R2N11/STRIVeD4BEE1/3P3DANNIEs1/3SEXTILE5 AEEIRST/GIILOPU 386/436 0 -lex CSW24
quality-20260730-b2-p042	2	1I13/1N1A11/1VOGUED8/1E1I5H5/1R1O5AI4/1T1TUFT2JOY3/HE1A2I3NO3/Ad1G2VERLIG3/N2E2Y3ZAS2/B6R1ME1O2/O2LINTELED1D2/KUTA3C1R1WAQF/1POW3O1C2I2/7U4N2/7P2AXELS ABEIRR?/DEIMNSS 472/352 0 -lex CSW24
quality-20260730-b2-p043	2	G14/O4V9/EL3AVOW6/YE1QIN9/1P2FEH3F4/1R3SENARII3/1O2S1X3G4/1TAINTED2TILAK/1I2A1DA2R4/1C2R2U2E4/4L2N1BEZ3/W1THE2T1E1O3/O1OUR2i1N1I3/MONISM1n1J1C3/B1YA3G7 ADEELOU/ADEIPRT 415/413 0 -lex CSW24
quality-20260730-b2-p044	2	M14/ERA12/CONFUTER4R2/KET7H1A2/1DI1L5A1T2/W1B1I5Z1I2/O1O1T2VIVA1O2/O1DOUBTED1RUNIC/FAY1U1AX2d1A1O/1G2S5I1L1I/1E2E5N3N/1L2S5G3H/1E12E/1S12R/1sAPIENTS5E ADGLMNQ/EIJOPRY 354/614 0 -lex CSW24
quality-20260730-b2-p045	2	15/4J1TRONC4/4E2EVE1UG2/3BLITZED1MA2/4L3R2BY2/4EX2T2O3/2AUDIO4N3/3N2KEPT1ENUF/3H3HIOIS3/1QEEMA1SAW5/3A4STRAP2/1VOLAE5DICT/2REGRAtOR5/3DOF9/15 EINNSU?/AGILOWY 368/324 0 -lex CSW24
quality-20260730-b2-p046	2	7V3QAID/7UN2E3/3O3MI2ET2/3U1V1ST2MO2/3T1E2R1YAW2/3B1XI1OWO1Z2/3R1IN1U1g1E2/2CABLERS1H4/2AG2R3UP3/2T3T3REH2/2N3I3tEA2/JOINT1AG3OK2/2P3EL3YE2/7I7/7DONARIES ACDEILN/AFFGLOS 396/388 0 -lex CSW24
quality-20260730-b2-p047	2	SPIRUlAS3UNCI/E6TIZ2I2/A11Q2/L10JA2/IT9AB2/OR4GEEP1V3/NOH2BANDELET2/1pAYFONE3L3/1HE1OR9/1E2OK1A7/1S2T1WEXED4/FYRD3R7/L6U7/AMENDING7/W6O7 EGIOORU/CIMSTTV 445/381 0 -lex CSW24
quality-20260730-b2-p048	2	PlATINIC2OVOLI/E6OBVS1DOF/L1Q1A1ED3KEX1/E1UTU1R4A3/R1ERE1UMBRIL3/I1NO2D4O3/n1ATT1I4N3/E2HEFTY3G3/4A1E8/1ZINCOS8/4U10/2MAP10/1JAGS10/YAE12/AW13 DGNNRST/EEHIORW 340/385 0 -lex CSW24
quality-20260730-b2-p049	2	7PRISONER/6TA1FID1N1/6El5G1/6NO3DARB/6EMU4A1/6TIS4C1/2L4NU3FER/PIeTY1TORSIVE1I/2A3A1YA1OW1G/2T3L2Z1I2G/1JHATKA1E2L3/2E3QIN2E3/2R4BE6/2N3DEW6/6OX7 DEILMOU/ACEOSUV 328/416 0 -lex CSW24
quality-20260730-b2-p050	2	14A/14Z/5FROSTNIP1I/12EEN/12REE/12OK1/1OVUM7X2/QI2EUGE2SCOOT/5HUNG1P3U/8ORA3T/2IWI5N3E/4DAWNINGS2L/2AVER4L3A/1DIasCIA2E3R/LOTE3BADDY2Y ABEEILO/AFHJMRT 410/354 0 -lex CSW24
quality-20260730-b3-p001	3	7R1A3ET/7E1WOO1GI/7t2DYKON/7I6C/7E2UFO1T/5JAI1TRANQS/7N1U2OI1/7GRRRL3/9F1E3/8BY1A3/2DEBACLE2V3/UREMIA5I3/2NOO2VAHINE2/8WO1G1ZE/7PEDeSTAL DEMPSTX/AEIILST 434/362 0 -lex CSW24
quality-20260730-b3-p002	3	9R5/9E5/9T5/9A5/9I5/1MAC5N5/2GOLP3E1O3/3MOOED1RUBIFY/3AGILER2I1E1/5ST1OHIA1ZE/2HYPE1JEATS2N/2I4U6R/1FONTANgE5A/2I2BOAR5C/DISK1SOLANDEr1E GILNUVW/DETUVWX 303/349 0 -lex CSW24
quality-20260730-b3-p003	3	7FORGOiNG/CHEVY1BO7/AERO2EX7/FROW2A3DROIL/2T3KLUTZ4/2I3I1NOOB3/2C1W1E4EL2/DIAPAUSING1AI2/2L1R1T3DUP2/4M4QAt3/4T5MI3/3THEED3E3/7J3S3/7I7/7N7 EENRSTU/AEINSVY 464/359 0 -lex CSW24
quality-20260730-b3-p004	3	15/15/9P2Y1R/9R2A1E/9O2YEA/G8T3OD/JABS5E3NA/U2HENCH1A4P/2WEM1OAFS2ZIT/1GENERA3R1ID1/U2DUET3E1TI1/NAVS1VEX2Q2O1/F1E4IODUrET1/I1G7I4/T6BRANK3 CILMNO?/IILLOSW 270/436 0 -lex CSW24
quality-20260730-b3-p005	3	13H1/13Y1/13GO/1ILEITIS5GU/5A7ET/4BY3JEU2L/4U3XU4O/3PROTEINS3V/3INFO3O3E/2R1I2COMORBID/2EWE5N4/2EE11/2KA8PWN/3V3ARISTAE1/DERELICt2HONDA AMRSTT?/DFGLNQZ 420/442 0 -lex CSW24
quality-20260730-b3-p006	3	7F6G/7U2DAZER/6OSMIATE1I/3JOT1E3EX1D/4PEELING4/3NALLA4F2/7G1YOUR2/7EUOI1I2/12BO1/13P1/A6MASTHEAD/BITCHILY5Q1/A12u1/N6SINEWIER/D3VAUT7 ENORRSW/EKNOTV? 296/441 0 -lex CSW24
quality-20260730-b3-p007	3	5PEDRO5/9KEMBOS/10N1O1T/8GIFT1ZE/10I2AM/8LOX2PI/2W7E3N/2H3LUDOS2AG/2E3O1OU3n1/2R5C4T1/2E2LINSANG1I1/2VAHINE5FY/2ER3W4SAE/1TRAVE1E4UTA/3R3D4Q1D AABEIUY/CIJLNOT 367/369 0 -lex CSW24
quality-20260730-b3-p008	3	6REGrAFT2/1BOUJEE8/RIM1E1ZOL6/3LO5d4/3ON4UR4/3E5PA4/1DAROGHA2G4/QI1I3AVIONS2/3ES5N1T2/4P4WE1U2/4A4IT1N2/4N4T1ST2/2FAKEY4WE2/1CAREX5ED2/4R2DUCHY3 BDEIOTV/IIILLNS 455/398 0 -lex CSW24
quality-20260730-b3-p009	3	3A11/3U11/3T11/3O6f4/3G6U4/3I4WEN4/3r2ZOOECIA2/2SOAKEN2T1WIG/2O1TIDY2O4/2N7R2V1/1HAMULAR2S2EA/BONITA1H3APEX/2C2DRIBLET1PI/1LEAFY1N5ST/GISM3E6E DEEENRU/FIJLQRV 460/370 0 -lex CSW24
quality-20260730-b3-p010	3	15/15/12A2/7VIG1AW2/9AYU3/9YAD3/1fELLERS2JA3/2RIOT1PAVED3/2FEU1TIX6/1C3ZITI6/1R1WHAT1O1C4/BUBO2HENRIES2/1MINGiER2N1T2/OE1TED4Q4/UN2RELINES4 DOOOOPS/AAEGILN 355/440 0 -lex CSW24
quality-20260730-b3-p011	3	15/1U13/1N5WITING2/1RIVERBED6/1A2N10/1Z2F7G2/DE2R1PEGH2E2/AD1COVET1MAHMAL/Y3S7I2/S1APER1REQuINTO/A1WINO1E4O2/I1OX1L1C4U2/L1K2L1I4S2/2E4T7/BUNT3E7 AFIOTY?/ADEJOOR 429/382 0 -lex CSW24
quality-20260730-b3-p012	3	3Q7CONE/3U3R2BA3/3I1G1U2ENG2/3N1R1B2HER2/3ERE1I2O1E2/3SeX1D1JO1A2/4N2I1IF1T2/DAIKO1PUTZ5/4V1Um7/1TOOARTS7/4T10/3WE10/3A4FIAR3/3L2PEATMEN2/3YCLAD3HOLS AEEGMNO/DEISVWY 444/354 0 -lex CSW24
quality-20260730-b3-p013	3	ROWDYISH7/1MORON1OAK5/1SNY2NIXIE4/3ST4FLURR1/4I10/4B10/2V1I2AUTOPEN1/2ATAATA7/2L12/2G12/2o2BINGLED3/VAUNCED3MOUP1/2S2EEEW2GHI1/5FAE1JOE3/15 ACEIIOQ/DELTTZ? 381/463 0 -lex CSW24
quality-20260730-b3-p014	3	5A1J2G2AS/4PI1U1MY2GU/2TRANQS1IN2AB/4V2T1sIR2C/4I4TEE2L/2CROTON1O1V1PA/4U1YOWL3AI/3WRIED1DEFORM/6ZEE1FEH2/11HOIS/5DILATES2A/14L/14U/14T/14E BGIORX?/DEEKNNN 411/340 0 -lex CSW24
quality-20260730-b3-p015	3	P6A6M/U6E6U/B1INSNARER4R/CAFE3A6E/O3SWATTINg1AX/1QAT3I5J1/2BEELINED3IF/4N2GLAIKS1O/4V6YIRR/4O2D1HIE2D/4Y2E2L3I/7VOULU2D/6ZO7/6AR7/6PE7 GHNOOTT/CEEGMOS 351/398 0 -lex CSW24
quality-20260730-b3-p016	3	7H1Q5/1C2LUNARIES3/JIMP3R3T3/1T1EUCaRYOTE3/1R4BOUDIN3/1I5W1AGOG2/1N5E7/WELTED1REPAY3/1S2FEH1AIDOI2/6MENU5/7V7/7ZAS5/7OXO5/7N1D5/LETTABLE7 AAEGKOV/AIIINRS 259/556 0 -lex CSW24
quality-20260730-b3-p017	3	LEAF7W3/1DIARIES1S1I3/7COPECK2/1BONG1NANA1H3/MO2IMAGERY4/UR2FY3I5/TE7D5/EH1PULQUES5/1O6N6/1L6J6/AE6O6/T7IT5/I5W1NAV4/G5U1EXO4/I2BRAZER1L4 DDIORST/AEOTV?? 407/385 0 -lex CSW24
quality-20260730-b3-p018	3	14f/9PITTER/14A/14G/14I/1AIERY8L/3WOOD7E/INSEEMING2FURR/8OU2N2/7BAG2C2/3ROQUE3DAFT/JOLE3HUTLIKE1/1RIVO1ZE4E2/WAB3EA1POISHA/6ED5OX AAMNTT?/CDLNNSY 395/350 0 -lex CSW24
quality-20260730-b3-p019	3	7OU6/3ACOLYTHS4/9A5/JIBE1F3N5/3ROADbEDS4/5Q3A5/1T3I3X5/1R1PeRLITES4/1IWI6A4/DO8N4/EL2PUG3T4/MERLIN1ZYGON3/ET5O2O1AWN/AS5R1BRUGH1/N6I4OAF AEEIMVV/CEEEITU 374/407 0 -lex CSW24
quality-20260730-b3-p020	3	E1Y12/G1E6YU2R1/MEL5ZARAPE1/ALL4Q1EA2W1/1I2G2IO1N1NA1/1CHIRK2V1I1AX1/1I2I3O1N1V2/AT1WErGElTS4/BON1F3O6/ORE12/U1PO11/N1OF11/D1T12/2I1IODATED4/NICHT10 BDEESSU/AJLMRRU 387/387 0 -lex CSW24
quality-20260730-b3-p021	3	3NEUTRON3V1/6A6E1/6BUDIS1UG1/5HEROSHIP2/6R5L2/5QI5A2/5IN4MY2/6GEY2A3/7WO2N3/5JEED2U1R1/4TAWSE2B1AD/4OIK1LATRINE/2FOP6I1IT/pLERoMA4A1NO/13EX ACEIOTT/CDEGLSV 294/489 0 -lex CSW24
quality-20260730-b3-p022	3	7V6T/7ID5A/7NE5M/4P2OW5P/4R2SODOmITE/4OB2R5R/4LI2M5I/L2FICHES5N/E2AXE6Q1G/V2R8U2/I1KI8O2/G1ON8I1Z/AYAH8F1E/TANA4LAUDERs/EE1SENSUAL2D1T EGIORUY/ACENTTW 309/526 0 -lex CSW24
quality-20260730-b3-p023	3	3GOSPODA4F/9GRAVEL/11L2A/3E6NO2K/3XI4TEW3/3ON4HAE2M/4F1R2IT3E/3VOLED1OH3N/4R1ZA2E3G/4C2TOURNEYS/4E2A2D4/QAIDS2R6J/U6I6E/I6AYENBiTE/M6S6L BCIIOTW/AIINRTU 473/444 0 -lex CSW24
quality-20260730-b3-p024	3	14S/14T/4G9I/3QI9P/3uR9E/3ER9N/JA1A8KID/ID1ZLOTE3FOOS/BABY3LOWPASS1/1GU2VUM7/EEN12/X1CONARIAL5/I1O5DATIVE1/N8HAD3/GELCOATs2TERFE ENOTUUW/EEIMNRR 391/441 0 -lex CSW24
quality-20260730-b3-p025	3	14T/9SOOGIE/12A1E/3BORTZ4U1V/SPOOF2L4C1E/H6O4I1E/U6T3NE2/N5VEHM1A2R/9YIRK1E/5AREIC1R2A/1FLAWN1N2QAT1M/7J3TODY/1AURELIAS2EXO1/7m3DIG1/7B4N2 ADEIILT/EGPSUW? 395/273 0 -lex CSW24
quality-20260730-b3-p026	3	3CHAGA1PLEXOR/1I1ROW3R5/1V1A5O1F3/1I1N5B1I3/1E1N5i1C3/1DAY5T1T3/2L3FOGY1O3/1TEMPTER2ER3/2U3WEEKEs3/2R7L4/1BOOGIED2EH3/QINS3A2DA3/U1E4V3U3/I6I3L3/T6T3M3 AADIINO/AEJNSUZ 257/506 0 -lex CSW24
quality-20260730-b3-p027	3	T12UG/I12NU/T1P9OPE/U1Y9OR1/L1N5TAB2A1/EWE2M3WOODY1/1A1A1I1TOEBIES1/1R1COXAE7/1A1H1I9/1G1A1ESCOLARS2/1IRe1R1o7/1SON3Z7/2KI2QIN6/1DEATH1E7/MIR4D7 EFFGIUV/EJLLNTV 406/350 0 -lex CSW24
quality-20260730-b3-p028	3	5GUP7/5ONE2C4/2R2BAWL1A4/2E3B1O1F4/2H2FA1WAE4/2ER1IT2E2T2/2MESNE2G1GI2/3JO1DAVY1UN2/3OR2n1OPED2/3NO2O2AS3/3ER2D2UT3/3OI2Y2AE3/2Z1A2n3N3/SHEDLIKE7/TIX4S7 AILQRTV/IIIMNTU 401/396 0 -lex CSW24
quality-20260730-b3-p029	3	11T2P/5I5R2U/5C5OF1K/3A1E5DIRE/3JOB6COD/3I1A6IO1/5L1MANRENT1/3WELLY5SH/3E1S7IO/3I8ZEN/3GROVY4URE/3H8P1D/1QAT1BOWIE2A2/OI5inFAUST1/X2GIANT7 AEEGNRT/DELNSUV 311/442 0 -lex CSW24
quality-20260730-b3-p030	3	7D7/7O7/7I7/3ZEN1N3V3/4WAGGED1U3/5F3ORGIC1/5FLOOEY2U1/ABORTS1MISAVERs/13DI/1JOR1KILP4YE/1OBESE8N/2ENTASIA2EMIT/8LATHI2/6ROUX5/4WREN7 ADLQTTU/ACEEIN? 363/339 0 -lex CSW24
quality-20260730-b3-p031	3	15/15/6UMU1C4/4VERATRIA2C/J9G2AH/O9G2YO/U9I1Q1L/R4BUG2EZINe/N3FERuLES3N/OOIDAL1LAW4T/4V4KHET1S/FOXIER4IDEA1/OBIT1A9/NA3M9/E4POWND5 EEIPRSY/ADEEIST 379/360 0 -lex CSW24
quality-20260730-b3-p032	3	7DOLEFUL1/6MOOI1I3/6OOR1AN1T1/QUATRES2APO1W1/4O4UH2I1/4N4MA2CH/4D4IN2EE/4E1GARLIC2L/4l5TYE1I/4E2S1ZETA1B/4T1VAVASOR1U/7N3NEWs/7I4DI1/7F5G1/7Y7 DEEGJRS/AEINRTX 374/405 0 -lex CSW24
quality-20260730-b3-p033	3	14V/3J10I/2QI10F/3H10D/2FAB5PURDA/2ADO3EME4/2N1OM1PROSIER1/1AGGRaTE7/2L2T9/1HE2ZA8/1AS1CAA8/1OS1O1LENTIGO2/4V3YONIS2/1EUOI3EWT4/3KNURR2IXNaY CDEELLT/AEEIITU 354/425 0 -lex CSW24
quality-20260730-b3-p034	3	ANEMIA9/HYE1STODGIER1V1/11E1E1/11C1S1/4FORhOOIE1P1/3TAW2WINN1I1/3I7T1D1/QUAT2GUTCHERS1/3UG5AR3/3LA5R1F2/3EL5P1I2/3SI4JYNX2/4L7T2/ZEK1E10/AMOVE10 ABDDEL?/ABINNOR 416/488 0 -lex CSW24
quality-20260730-b3-p035	3	GUFF11/3I5M5/1NAN3EXEMPT2/1OBI5R5/VAR1UNTRULY4/AHA6I5/N1Z1R4N5/T1OVErCUTS5/4G10/1GOORIE8/1I2A1DOOLEE3/ED1ITA1PEASE3/E1BLOC9/E1YERK9/W2A11 AHINSS?/DDILQTW 383/336 0 -lex CSW24
quality-20260730-b3-p036	3	CRY4HANDFED1/2ALIASED2L3/11US2/10WEE2/10H1M2/10I1I2/8JOG1P2/6QUAY2R2/1AGOUTI1WEN1OE1/1BI6ZOA1V1/2fLOTANT1XI1I1/KOTO3A5R1/7I3CRAN/7V5t1/7E1TEGMEN EENOPSU/BEFLRRS 378/426 0 -lex CSW24
quality-20260730-b3-p037	3	5CHINA5/9GLINTS/10O4/10TOP2/10OOR1G/9V2UDO/8QIN1HEW/5ZEE1LUV1EF/4YAWNED4E/3MOPE6AD/2REB8U1/JOES2BARRAGED1/E1FATLY4IXIA/ALT10OR/T13M AEIIRT?/IINNSSU 358/330 0 -lex CSW24
quality-20260730-b3-p038	3	15/1E12B/1Q12a/CURDED1M2BEVER/1I2nOTITIAE2O/1D5S1FAW2N/A1F2P1R6E/NAIN1AMU5AT/O1ZATI1L5ES/R2G1K1E5R1/ER1G3D5O1/XU1Y9G1/IT6VIELLE1/AH11L1/11JOSH INNOOPY/CENOSTU 383/370 0 -lex CSW24
quality-20260730-b3-p039	3	7FOOTROPE/7R1WOE3/1COT2KITENGE2/2FEZ2U7/3NIHIL7/1VEENA1A2G4/7n2o4/B3JIAO2M4/A1QUAD4B4/VAIN6E4/I3I5E4/N3W1ELUANTS2/SORRIER3S4/5XED7/7AYU5 ADILRSY/CDHLMPT 393/405 0 -lex CSW24
quality-20260730-b3-p040	3	AB1DIEHARD3TI/ER7E3ON/1E7P2NOD/1t7E2AKA/1H7O4B/1ROGUIER1P3ZA/1E5ILLUVIA1/1N2TEFF1EN2XI/3JOW4M4/2MoTTLER1O4/1GIG6U4/3SIROC2N4/7L2T4/7A2S4/7W7 AACOQVY/EEINSTU 500/309 0 -lex CSW24
quality-20260730-b3-p041	3	7DISARRAY/3E3U7/3V2POM6/3O2EMU6/2DEFACING5/1QI1I9O/4B9R/1DEFRAgS6N/3YO2T6A/3T3U6T/1WATE2R6E/2ZEX2NEONATAL/2O1O2I6y/2I3UNSHALES1/VICED2E7 GILLPRW/BGIJKOT 486/365 0 -lex CSW24
quality-20260730-b3-p042	3	2ATTERCOP1E3/7O3N3/6KO3T3/5TAE3R3/5AWE2VEHM1/5JAI1R1A3/1B4UN1E1T3/1R5GAMAY3/1I7I2R2/1D3GEY1G2E2/1L2SUDATIONS2/1I1QI4A2O2/UNFINE3L2L2/1g3XI5E2/7POUFED2 CHOSVWZ/BEILOS? 456/403 0 -lex CSW24
quality-20260730-b3-p043	3	15/15/2A8U3/2T8N3/2Y1WAX2LID3/2P2JUN1ONO3/2ILIA3OBE3/2COORIE1NURS2/7R2R1E2/3C1QUOIFs1E2/1DRAT2T2T1D2/3V2BIGG2I2/2TELLYS4E2/1PIA3E1VAIRE1/MONTaGED7 AEHKMSW/AAFHOSZ 333/387 0 -lex CSW24
quality-20260730-b3-p044	3	7C6L/7O4B1I/7G4L1D/1AMIANTUS2PEDS/W1I1YU1E2KAWA1/I1T6QIN1F1/R1T5EARN1T1/E1E3CUNT1E3/w1N5F6/ALS4HEX5/YU6V6/1G5ZEL5/1G5ARO5/1I3JOR1B5/pEPERONI1O5 ADIOORV/DEHIMOS 469/330 0 -lex CSW24
quality-20260730-b3-p045	3	15/13J1/10FOVEA/12EE1/11BEZ1/10MARE1/7OILERY2/6QIS2S3/2KIRRI4T3/1G7V1O3/BOURN1ATHETOID1/AA1EUOI2N1L3/CLAW1RAGGIEsT2/HI2OF3N2W2/AE1UNSoOTE2P2 DDELSTX/CDIMNUY 234/512 0 -lex CSW24
quality-20260730-b3-p046	3	14L/1sMASHUP6A/3LOOGIES4X/T1CAZ4T4E/W2NID2QIVIUTS/ALIENOR1AE5/NE4OOT6/KA1BEDEW7/1F5TERNING1/1M13/1O2ThYROID4/ELUVIA9/1D13/1SYNC10/15 EEEHJOR/AAGIPRU 332/528 0 -lex CSW24
quality-20260730-b3-p047	3	7P1POINTE/7I4O2/6JOW3U2/7T3AN1T/7E3C1OE/5WAD1Z1C1HA/5EE1FAvISMS/3QuARRY2DI1E/3U1LA4EXO1/3O2T4N1R1/2GIF1I2HOT1I1/2UTA1N1VIDS1G1/2B1B1G6A1/13N1/10KEVEL DEELMRU/AEILNRS 359/427 0 -lex CSW24
quality-20260730-b3-p048	3	15/2Q12/2U12/2I12/2T12/1FEUS10/2D1W1O8/3FAIRY2W2TI/2V1L1GAMBEtTA1/G1I1L1A2AXOID1/U1ABY1N3E4/R2L2D3DELT1/RESORCINS2NOON/ATOC1HE2VEePEE/H3JISM5AT EIINPRU/AEEKNOZ 336/360 0 -lex CSW24
quality-20260730-b3-p049	3	LEDGIEsT6M/IF3FEH1D2ZEA/6COVERLET1/D2TEA1R1G1OPAL/O1Q1WHENUAS3A/GUINEAS2MY3B/C1N3KI1IN1JOR/A5YOUsE2XI/R12OD/TORTIVE8/15/15/15/15/15 AIINORU/ABELPST 388/420 0 -lex CSW24
quality-20260730-b3-p050	3	7GULFY3/11ED2/11BI2/11OS2/10M1L2/B6STEANED1/E4Q1EA1U1A1V/N4IGGS1Z1V1I/JAW3OOH1Y1EEN/1DEIsEAL5NA/3DOX7A1/WIRE1OE3TRUCK/A5MURL3T1/I12O1/T10FIRS HINOPT?/AENOPRT 351/400 0 -lex CSW24
quality-20260730-b4-p001	4	7V3HOGG/7A1FUERO1/2NAYWORD2T3/7L3t3/7E3I3/7TAP1E3/8HOBS3/7VAW2PYX/7I2L1A2/6FADEOUTS1/4GIE3C1E1R/7JUNKANOO/10N1T1U/7REQuIEMS/2BRIDIE2T1E1E CIILLMR/AAEOSTZ 380/337 0 -lex CSW24
quality-20260730-b4-p002	4	UEY4MALARIAS/GREET5N2HI/2SNOOD1WILGA2/3EPHEBE1AUREI/10C4/4PLUM2E4/6GOOKS4/OF5UN6/1AIDANCe7/EXO1V10/4A10/FAIRIEST7/R3L2R7/I6E7/B6Z7 DINTVY?/EJNOOQT 375/398 0 -lex CSW24
quality-20260730-b4-p003	4	5E9/5WOP3J3/5THE2LAV2/6ER2OMA2/1O4DI2V1K2/BE5N1WE1I2/ES5E1AD1L2/ET4BAOS5/1R5L1T5/PA7A5/EL2QIGONGS4/C1MUID1RUEING2/HOUT6D4/ARTERY4A4/N4UNAI6 FIINTXZ/FIOOSY? 359/318 0 -lex CSW24
quality-20260730-b4-p004	4	8PICRItE/6HOOF3I1/10QEEMA/8N4A1/4EPIGONE2R1/5I2D4A1/5EF1D3OU1/5TOyLANDS1H/5AL1I3SOU/6L1N2WEXE/6YAG2AT2/7Z1G1WE2/2JIB2O1Y2R2/4OK1T1M5/3DRIVERS5 ABCINTU/AERSTTV 353/409 0 -lex CSW24
quality-20260730-b4-p005	4	12JOY/12A2/6TAW3G2/5CEMITARE2/7UNITER2/5Z5U3/3POOF2R1R3/3ADIEU1E1G1KY/3S1S1HOPLITE1/3S1M3L1NEXT/2AA5E1g3/2UG5V5/1FAe5INWORN/1I1D5N1OBE1/1T9NODE ADELOSV/BEIILQR 427/325 0 -lex CSW24
quality-20260730-b4-p006	4	11DIRE/1A6COZENED/1N7BUNG2/1T8FY3/1I8O4/1JAGs5L4/1ADIPoUS1TO4/MM2A2IWIS4/4REI2N5/4KAS2YOW3/3DINO3OH3/3OE1L3RE3/3UR1A3IT3/3C2T2PE4/LATEENER1O5 ABEFLSV/GIQRTUX 315/493 0 -lex CSW24
